id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
WWF23449_23449,"Forever in heart","Forever in heart",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-23-033019537-scaled.jpg,https://warmwishesflorist.com/shop/forever-in-heart/,"Flower Stand, Sympathy","Warm Wishes Florist",338MYR,in stock,WWF23449_23449,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-23-032958582-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,338MYR,new,published,,,,,984,,
WWF23354_23354,"Luna","This bloom box features 30 stalks of red roses surrounded with baby breaths!",https://warmwishesflorist.com/wp-content/uploads/2020/07/da40b481-4fdf-4cee-b52f-f277356246e2.jpg,https://warmwishesflorist.com/shop/luna-2/,"Bloom Box, Annivesary, Birthday","Warm Wishes Florist",258MYR,in stock,WWF23354_23354,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,258MYR,new,published,,,,,984,,
WWF23337_23345,"Venus (Preserved)","Colour: Sweetheart Pink",https://warmwishesflorist.com/wp-content/uploads/2021/02/20210209_170604-scaled.jpg,https://warmwishesflorist.com/shop/venus-preserved/?attribute_colour=Sweetheart+Pink,"Best Selling Flowers, Bloom Box, Annivesary, Birthday","Warm Wishes Florist",398MYR,in stock,WWF23337_23337,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-10-054540304-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/20210209_170854-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-10-054721380-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/20210209_170844-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,398MYR,new,published,,,,,2899,,
WWF23337_23344,"Venus (Preserved)","Colour: Dark Red",https://warmwishesflorist.com/wp-content/uploads/2021/02/20210209_170604-scaled.jpg,https://warmwishesflorist.com/shop/venus-preserved/?attribute_colour=Dark+Red,"Best Selling Flowers, Bloom Box, Annivesary, Birthday","Warm Wishes Florist",398MYR,out of stock,WWF23337_23337,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-10-054540304-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/20210209_170854-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-10-054721380-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/20210209_170844-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,398MYR,new,published,,,,,2899,,
WWF23318_23318,"Penelope (Preserved)","Combination of 3 preserved hydrangeas, sweet and pastelly done 
 
Valentine's Day Flower 
 
  
 
Size: Approximately 55 X 45cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-12-111221778.jpg,https://warmwishesflorist.com/shop/penelope-preserved-2/,"Annivesary, Birthday, Graduation, Preserved Eterno","Warm Wishes Florist",298MYR,out of stock,WWF23318_23318,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-10-100200972.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-08-074127569-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,298MYR,new,published,,,,,984,,
WWF23314_23316,"Vida","Stalks: 60 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-13-125718667.jpg,https://warmwishesflorist.com/shop/vida-2/?attribute_pa_stalks=60-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",428MYR,in stock,WWF23314_23314,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,428MYR,new,published,,,,,984,,"stalks:40 stalks/60 stalks/99 stalks:60 stalks"
WWF23314_23317,"Vida","Stalks: 99 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-13-125718667.jpg,https://warmwishesflorist.com/shop/vida-2/?attribute_pa_stalks=99-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",568MYR,in stock,WWF23314_23314,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,568MYR,new,published,,,,,984,,"stalks:40 stalks/60 stalks/99 stalks:99 stalks"
WWF23314_23315,"Vida","Stalks: 40 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-13-125718667.jpg,https://warmwishesflorist.com/shop/vida-2/?attribute_pa_stalks=40-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",328MYR,in stock,WWF23314_23314,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,328MYR,new,published,,,,,984,,"stalks:40 stalks/60 stalks/99 stalks:40 stalks"
WWF23291_23293,"Marvel (Preserved)","Options: with Wine",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-05-100847680-scaled.jpg,https://warmwishesflorist.com/shop/marvel-preserved/?attribute_options=with+Wine,"Bloom Box, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23291_23291,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-05-100853795-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,"options:with Moet/with Wine:with Wine"
WWF23291_23292,"Marvel (Preserved)","Options: with Moet",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-05-100847680-scaled.jpg,https://warmwishesflorist.com/shop/marvel-preserved/?attribute_options=with+Moet,"Bloom Box, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23291_23291,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-05-100853795-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,"options:with Moet/with Wine:with Moet"
WWF23288_23289,"Dark Knight (Preserved)","Options: with Moet",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-02-04-115918432-scaled.jpg,https://warmwishesflorist.com/shop/dark-knight-preserved/?attribute_options=with+Moet,"Bloom Box, Annivesary, Birthday, For Him, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23288_23288,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-02-04-115918432-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,"options:with Moet/with Wine:with Moet"
WWF23288_23290,"Dark Knight (Preserved)","Options: with Wine",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-02-04-115918432-scaled.jpg,https://warmwishesflorist.com/shop/dark-knight-preserved/?attribute_options=with+Wine,"Bloom Box, Annivesary, Birthday, For Him, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23288_23288,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-02-04-115918432-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,"options:with Moet/with Wine:with Wine"
WWF23272_23272,"Canali","Approximately 30-35 roses decorated in a heart shaped acrylic rose gold box",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-03-110007725-1-scaled.jpg,https://warmwishesflorist.com/shop/canali/,"Bloom Box, Annivesary, Birthday","Warm Wishes Florist",488MYR,out of stock,WWF23272_23272,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-03-110013635-2-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,488MYR,new,published,,,,,984,,
WWF23252_23257,"Jadore","Stalks: 60 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012629377-scaled.jpg,https://warmwishesflorist.com/shop/jadore/?attribute_pa_stalks=60-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",698MYR,in stock,WWF23252_23252,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012240756.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012637724-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,698MYR,new,published,,,,,984,,"stalks:30 stalks/60 stalks/99 stalks:60 stalks"
WWF23252_23256,"Jadore","Stalks: 30 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012629377-scaled.jpg,https://warmwishesflorist.com/shop/jadore/?attribute_pa_stalks=30-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",458MYR,in stock,WWF23252_23252,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012240756.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012637724-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,458MYR,new,published,,,,,984,,"stalks:30 stalks/60 stalks/99 stalks:30 stalks"
WWF23252_23258,"Jadore","Stalks: 99 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012629377-scaled.jpg,https://warmwishesflorist.com/shop/jadore/?attribute_pa_stalks=99-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",899MYR,in stock,WWF23252_23252,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012240756.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/02/2021-02-02-012637724-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,899MYR,new,published,,,,,984,,"stalks:30 stalks/60 stalks/99 stalks:99 stalks"
WWF22976_23240,"Cappuccino","Stalks: 10 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-12-113957809-scaled.jpg,https://warmwishesflorist.com/shop/cappuccino/?attribute_pa_stalks=10-stalks,"Best Selling Flowers, Hand Bouquets, Annivesary, Birthday, For Him","Warm Wishes Florist",188MYR,in stock,WWF22976_22976,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-12-113940940.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,188MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:10 stalks"
WWF22976_23241,"Cappuccino","Stalks: 20 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-12-113957809-scaled.jpg,https://warmwishesflorist.com/shop/cappuccino/?attribute_pa_stalks=20-stalks,"Best Selling Flowers, Hand Bouquets, Annivesary, Birthday, For Him","Warm Wishes Florist",288MYR,in stock,WWF22976_22976,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-12-113940940.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,288MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:20 stalks"
WWF23210_23212,"Davikah","OPTIONS: 30 Stalks (As Shown)",https://warmwishesflorist.com/wp-content/uploads/2020/03/f1d30d66-d421-49db-b889-3226f682f513.jpg,https://warmwishesflorist.com/shop/davikah-2/?attribute_options=30+Stalks+%28As+Shown%29,"Best Selling Flowers, Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",258MYR,out of stock,WWF23210_23210,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,258MYR,new,published,,,,,984,,"options:20 Stalks/30 Stalks (As Shown):30 Stalks (As Shown)"
WWF23210_23211,"Davikah","OPTIONS: 20 Stalks",https://warmwishesflorist.com/wp-content/uploads/2020/03/f1d30d66-d421-49db-b889-3226f682f513.jpg,https://warmwishesflorist.com/shop/davikah-2/?attribute_options=20+Stalks,"Best Selling Flowers, Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",198MYR,out of stock,WWF23210_23210,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,198MYR,new,published,,,,,984,,"options:20 Stalks/30 Stalks (As Shown):20 Stalks"
WWF23199_23199,"Larabella (Preserved)","Preserved flowers in crystal clear bell jar, comes with fairy lights 
 
Size: Approximately 15 X 13cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-06-103546858.jpg,https://warmwishesflorist.com/shop/larabella-preserved-2/,"Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",198MYR,in stock,WWF23199_23199,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-06-103553242.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-06-103541618.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-06-103535465.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-06-103558267.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,178MYR,new,published,,,,,984,,
WWF23194_23194,"Jolyn (Preserved)","Preserved rose in pastel hues (pink & baby blue) decorated in a glass dome that can last at least 2 years or more 
Size: Approximately 12 X 12cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-031032376-scaled.jpg,https://warmwishesflorist.com/shop/jolyn-preserved/,"Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",158MYR,in stock,WWF23194_23194,,"https://warmwishesflorist.com/wp-content/uploads/2020/12/bf18b679-9759-4ad5-86b2-dd65ef9962f3.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-031057563-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-031007084-1-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,158MYR,new,published,,,,,984,,
WWF23188_23188,"Hazel (Preserved)","Preserved Autumn rose decorated in a glass dome that can last at least 2 years or more 
Size: Approximately 12 X 12cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-025328625-scaled.jpg,https://warmwishesflorist.com/shop/hazel-preserved/,"Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",138MYR,in stock,WWF23188_23188,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-025254005-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,128MYR,new,published,,,,,984,,
WWF23187_23187,"Hartley (Preserved)","Preserved Pink rose decorated in a glass dome that can last at least 2 years or more 
Size: Approximately 12 X 12cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-11-104829152.jpg,https://warmwishesflorist.com/shop/hartley-preserved-copy/,"Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",138MYR,in stock,WWF23187_23187,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-11-104848228.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,128MYR,new,published,,,,,984,,
WWF23186_23186,"Rea (Preserved)","Preserved Blue rose decorated in a glass dome that can last for 2 year or above 
 
It's suitable for him or her too",https://warmwishesflorist.com/wp-content/uploads/2021/01/20210212_094247_iFade_47-scaled.jpg,https://warmwishesflorist.com/shop/rea-preserved-2/,"Flower In Jar, Annivesary, Birthday, For Him, Preserved Eterno","Warm Wishes Florist",138MYR,in stock,WWF23186_23186,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,128MYR,new,published,,,,,984,,
WWF23185_23185,"Kaia (Preserved)","Preserved red rose decorated in glass dome that can last at least 2 years or above 
 
Valentine's Day flower 
 
Size: Approximately 12 X 12cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-11-055400108.jpg,https://warmwishesflorist.com/shop/kaia-preserved-2/,"Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",138MYR,in stock,WWF23185_23185,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-11-055154093.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,138MYR,new,published,,,,,984,,
WWF23178_23178,"Akiyo (Preserved)","Pink hues posy, can be nicely decorated at home or office 
 
Preserved flowers can last up to 2 years or above 
 
  
 
Size: Approximately 33 X 30cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-021703922-scaled.jpg,https://warmwishesflorist.com/shop/akiyo-preserved/,"Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",288MYR,in stock,WWF23178_23178,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-021741325-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,288MYR,new,published,,,,,984,,
WWF23177_23177,"Akiko (Preserved)","Autumn mode posy, can be nicely decorated at home or office 
 
Preserved flowers can last up to 2 years or above 
 
  
 
Size: Approximately 33 X 30cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-015916440-scaled.jpg,https://warmwishesflorist.com/shop/akiko-preserved/,"Best Selling Flowers, Flower In Jar, Jellycat Collections, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",288MYR,in stock,WWF23177_23177,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-015928722-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,288MYR,new,published,,,,,2899,,
WWF23170_23170,"Cassis (Preserved)","Precious Cassis bunny in bubble globe, surrounded with romantic red preserved roses 
 
Bunny size : 19cm 
 
Size: Approximately 34 X 28cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123440844-scaled.jpg,https://warmwishesflorist.com/shop/cassis-preserved/,"Bloom Box, Jellycat Collections, Annivesary, Birthday, Newborn, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23170_23170,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/20210124_110041-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/cassis.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123357004-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123243752-1-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,
WWF23169_23169,"Callister (Preserved)","Precious Stardust bunny in bubble globe, surrounded with magical purple blue hues blooms 
 
Bunny size : 19cm 
 
Size: Approximately 34 X 28cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123417240-scaled.jpg,https://warmwishesflorist.com/shop/callister-stardust-bunny/,"Bloom Box, Jellycat Collections, Annivesary, Birthday, Newborn, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23169_23169,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123357004-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123440844-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123243752-1-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,
WWF23167_23167,"Celeste (Preserved)","Precious blush blossom bunny in bubble globe, surrounded with pink hues blooms 
 
Bunny size: 19cm 
 
Size: Approximately 34 X 28cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123305132-scaled.jpg,https://warmwishesflorist.com/shop/calista-blush-blossom-bunny/,"Bloom Box, Jellycat Collections, Annivesary, Birthday, Newborn, Preserved Eterno","Warm Wishes Florist",318MYR,in stock,WWF23167_23167,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-123243752-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,318MYR,new,published,,,,,984,,
WWF23158_23158,"Sweet thoughts (Pink)","Email us your best moment with your other half / family / friends / idol / stranger 
 
warmwishesflorist@gmail.com (Do mention your order 5 digits order number. Best result with portrait photo) 
 
We will decorate them with lots of love and frame it",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-28-122549979-scaled.jpg,https://warmwishesflorist.com/shop/sweet-thoughts-pink-2/,"Bloom Box, Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",208MYR,in stock,WWF23158_23158,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-28-122517099-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-28-122317779-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,208MYR,new,published,,,,,984,,
WWF23157_23157,"Sweet thoughts (Blue)","Email us your best moment with your other half / family / friends / idol / stranger 
 
warmwishesflorist@gmail.com (Do mention your order 5 digits order number. Best result with portrait photo) 
 
We will decorate them with lots of love and frame it",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-28-122351515-scaled.jpg,https://warmwishesflorist.com/shop/sweet-thoughts-pink/,"Bloom Box, Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",208MYR,in stock,WWF23157_23157,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-28-122517099-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-28-122317779-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,208MYR,new,published,,,,,984,,
WWF23047_23149,"Bubblegum Gelato","Stalks: 10 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2020-10-27-055406187-scaled.jpg,https://warmwishesflorist.com/shop/gelato/?attribute_pa_stalks=10-stalks,"Hand Bouquets, Annivesary, Birthday, For Him","Warm Wishes Florist",208MYR,in stock,WWF23047_23047,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2020-10-12-083838549-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,208MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:10 stalks"
WWF23047_23150,"Bubblegum Gelato","Stalks: 20 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2020-10-27-055406187-scaled.jpg,https://warmwishesflorist.com/shop/gelato/?attribute_pa_stalks=20-stalks,"Hand Bouquets, Annivesary, Birthday, For Him","Warm Wishes Florist",288MYR,in stock,WWF23047_23047,,"https://warmwishesflorist.com/wp-content/uploads/2021/02/2020-10-12-083838549-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,288MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:20 stalks"
WWF23062_23146,"Pinky Gelato","Stalks: 10 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-095133223-scaled.jpg,https://warmwishesflorist.com/shop/pinky-gelato/?attribute_pa_stalks=10-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",188MYR,in stock,WWF23062_23062,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,188MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:10 stalks"
WWF23062_23147,"Pinky Gelato","Stalks: 20 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-095133223-scaled.jpg,https://warmwishesflorist.com/shop/pinky-gelato/?attribute_pa_stalks=20-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",258MYR,in stock,WWF23062_23062,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,258MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:20 stalks"
WWF23059_23143,"Raspberry Gelato","Stalks: 10 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-094501817-scaled.jpg,https://warmwishesflorist.com/shop/raspberry-gelato/?attribute_pa_stalks=10-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",188MYR,in stock,WWF23059_23059,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,188MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:10 stalks"
WWF23059_23144,"Raspberry Gelato","Stalks: 20 stalks",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-094501817-scaled.jpg,https://warmwishesflorist.com/shop/raspberry-gelato/?attribute_pa_stalks=20-stalks,"Hand Bouquets, Annivesary, Birthday","Warm Wishes Florist",258MYR,in stock,WWF23059_23059,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,258MYR,new,published,,,,,984,,"stalks:10 stalks/20 stalks:20 stalks"
WWF23138_23138,"Kinsley (Preserved)","They are preserved pink roses that can last 2 years or above. Place them at dry / Aircon place and avoid humidity. 
 
Total 7 stalks 
 
  
 
Size : approximately 50X32cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-034231592-scaled.jpg,https://warmwishesflorist.com/shop/kinsley/,"Hand Bouquets, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",278MYR,in stock,WWF23138_23138,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-122850466-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,238MYR,new,published,,,,,984,,
WWF23116_23116,"Viola (Preserved)","This sweet bouquet made up from assorted imported preserved flowers and fillers 
  
 
Size : approximately 50X40cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-27-113431574-scaled.jpg,https://warmwishesflorist.com/shop/dalie/,"Hand Bouquets, Annivesary, Birthday, Graduation, Preserved Eterno","Warm Wishes Florist",298MYR,in stock,WWF23116_23116,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-27-113615659-scaled.jpg,https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-27-113523388-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,298MYR,new,published,,,,,984,,
WWF23106_23106,"Dear Autumn (Preserved)","Preserved flowers in Autumn mode, decorated with imported fillers in elegant marble vase",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-27-111708764.jpg,https://warmwishesflorist.com/shop/23106/,"Bloom Box, Flower In Jar, Annivesary, Birthday, Preserved Eterno","Warm Wishes Florist",228MYR,in stock,WWF23106_23106,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,228MYR,new,published,,,,,984,,
WWF23042_23042,"Aquata (Preserved)","Blue theme preserved flowers, can last up to 2 years or above 
 
Keep them in dry and avoid humidity 
 
Size: Approximately 50 X 40cm",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-083542924-scaled.jpg,https://warmwishesflorist.com/shop/aquata-preserved/,"Hand Bouquets, Annivesary, Birthday, For Him, Preserved Eterno","Warm Wishes Florist",258MYR,in stock,WWF23042_23042,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-29-015710909-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,258MYR,new,published,,,,,984,,
WWF23039_23039,"Lots of Love","Surprise to her door step, it definitely able to impress her. Featuring mixture types of flowers, with roses , hydrangea , Gerbera",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-082401324.jpg,https://warmwishesflorist.com/shop/lots-of-love/,"Best Selling Flowers, Bloom Box, Annivesary, Birthday, Proposal","Warm Wishes Florist",468MYR,in stock,WWF23039_23039,,"https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-23-082407186.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,468MYR,new,published,,,,,2899,,
WWF23024_23024,"Mary Jane","Pretty classy red roses in box 
 
Total 10 red roses with eucalyptus leafs",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-17-100751261-scaled.jpg,https://warmwishesflorist.com/shop/mary-jane-2/,"Bloom Box, Annivesary, Birthday, For Him","Warm Wishes Florist",168MYR,in stock,WWF23024_23024,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,168MYR,new,published,,,,,984,,
WWF23014_23014,"Cinderella","Bridal bouquet well done with preserved flowers, such a memorable bouquet can last for 2 years or above",https://warmwishesflorist.com/wp-content/uploads/2021/01/2021-01-13-125506226-scaled.jpg,https://warmwishesflorist.com/shop/cinderella/,"Weddings","Warm Wishes Florist",298MYR,in stock,WWF23014_23014,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,298MYR,new,published,,,,,984,,
